tag,movieId,score,tag_lowercase_dups,tag_punc_dups
disambiguation:10,12869,-1.0,,
disambiguation: Yes Man/Men,92819,-2.0,,
disaffected,4641,1.0,,
disacknowledged,44191,-2.0,,
disabled villain,52867,1.0,,
disabled child,545402,5.0,,
disabled characters,5822,1.0,,
disabled,2259341,34.0,,
disable,152017,5.0,,
disability,5877199,234.0,Disability;,
dirty war,280028,2.0,,
dirty tricks,494846,4.0,,
dirty old man,159081,1.0,,
dirty jokes,63028,0.0,,
dirty joke,472082,4.0,,
dirty dancing,7366,-1.0,,
dirty cop,3023443,35.0,,
dirty camera lenses,89862,1.0,,
dirty,177618,1.0,,
dirt road,109243,1.0,,
dirt farmer,3447,0.0,,
dirt bike,420430,4.0,Dirt bike;,
dirt,140755,-1.0,,
dirigibles,14757,2.0,,
dirigible,555368,7.0,,
direct-to-video,226201,0.0,,
director-starred,111551,1.0,,
director-screenwriter,3369933,72.0,,
directors to watch,3288873,30.0,,
director's debut,174303,1.0,,
director's cut is better,12721,1.0,,
director's cut,112334,1.0,,
director's career,2672,1.0,,
directors,97230,0.0,,
director poc,2503982,40.0,director POC;,
director overseeing in sky and moon,1682,0.0,,
"director of ""8 Mile""",1617,-6.0,,
director lgbt,2634575,39.0,director LGBT;,
director female,4778737,70.0,,
director cameo,114673,0.0,,
director as poseur,44761,-6.0,,
director: Spike Jonze,2997,2.0,,
director: Kevin Carraway,152179,1.0,,
director: Jeff Baena,167564,1.0,,
director: Franklin Adreon,160199,1.0,,
directionless,8042,3.0,,
direction of plot not clear,96612,0.0,,
direction,3254299,19.0,Direction;,
directing is bad,2628,-1.0,,
directing,609247,3.0,Directing;,
directed by the author,96821,0.0,,
directed by a woman,179137,3.0,,
direct to vdeo,58406,1.0,,
direct marketing,190649,1.0,,
dire,3970,1.0,,
diplomatic immunity,2001,1.0,,
diplomat,1386393,13.0,,
dipinti,147304,1.0,,
diphtheria,177153,1.0,,
diphteria,123794,1.0,,
diorama,30810,1.0,,
dior dress,157061,1.0,,
dionysus,144846,1.0,,
dinosaurs gone wild,480,0.0,,
dinosaurs,3886790,168.0,Dinosaurs;,
dino delaurentis,2021,-2.0,,
dinnosaurs,480,0.0,,
dinner party,889053,13.0,,
dinner date,318850,3.0,,
dinner,891248,17.0,,
dining hall,3484,1.0,,
dining club,114244,1.0,,
dingy,64839,0.0,,
dingo,3211,1.0,,
dinero,27790,-1.0,,
diner,3695125,62.0,Diner;,
"dinah, the dacshund",363850,2.0,,
dimitri leonidas,72041,-1.0,,
diminished reality,162150,1.0,,
dimentia,172467,-1.0,,
dimensions,156097,-1.0,,
dimensional travel,665396,4.0,,
diluted version of comic,60684,0.0,,
diluted by its sequels,4306,-2.0,,
dilemma,584083,5.0,,
dildo,589111,2.0,,
dilaogue,171604,2.0,,
digusting,8957,-2.0,,
dignity,356333,6.0,,
digital video,75983,-2.0,,
digital sets,155787,3.0,,
digital editing,74687,5.0,,
digital cinematography,95510,4.0,,
digital camera,95926,1.0,,
digital actor,84772,-1.0,,
digital,327939,3.0,,
digibox,84980,1.0,,
digging,556276,7.0,,
diffidence,5890,0.0,,
difficulties during childhood,69574,1.0,,
difficult to follow,311669,2.0,,
difficult subject matter,64622,-1.0,,
difficult protagonist,59118,5.0,,
difficult parents,125533,1.0,,
difficult love,49772,0.0,,
difficult english,15467,-1.0,,
difficult decision,168058,1.0,,
difficult choices,109742,1.0,,
difficult choice,206503,3.0,,
difficult children,93790,1.0,,
difficult childhood,389677,12.0,,
difficult,170886,5.0,,
different writer,3273,0.0,,
different worlds,262903,2.0,,
different view,154009,-2.0,,
different story line,356,0.0,,
different point of view,127228,1.0,,
different perspectives,110414,5.0,,
different languages,165551,1.0,,
different from the book,188679,1.0,,
different experience for computer scientists,115713,0.0,,
different directors and styles,32554,3.0,,
different colored socks,1103,1.0,,
different but very good,107649,0.0,,
differences to book,97938,1.0,,
difference,741906,9.0,,
diferent timings,96567,1.0,,
dietrich bonhoeffer,77951,1.0,,
diet,1460422,15.0,,
dieselpunk,183030,15.0,Dieselpunk;,
diego luna,166528,3.0,Diego Luna;,
died for seven minutes,61729,-6.0,,
die ärzte,140299,1.0,,
die toten hosen,140299,1.0,,
die like the rest,170,0.0,,
die hard scenario,960729,9.0,,
die hard 4.0,53972,0.0,,
die brendan frasier,2496,-5.0,,
die bitch,4226,1.0,,
die antwoord,120466,13.0,,
didn't watch more than a minute,66665,-1.0,,
didn't want to kill myself,36525,-4.0,,
didn't translate well to a movie,41566,-1.0,,
didn't need to be based on a book,6765,0.0,,
didn't make sense at all,10813,-2.0,,
didn't like in 3-D,91974,0.0,,
didn't like him,58025,0.0,,
didn't get the girl,4022,1.0,,
did'nt get it,260,2.0,,didn't get it;
didnt finish,1285,1.0,,didn't finish;
didn't deserve Oscar,90803,-18.0,,
didja know there's a black police ociffer on our block? oh man there goes the neighborhood,61705,-15.0,,
diddy,78209,1.0,,
didactic,107123,5.0,,
did they read the book?,27618,1.0,,
did someone cast a spell to make everyone hate this ok flick?,47810,-6.0,,
did not finish watching,87520,0.0,,
did not finish,32275,-9.0,,
did not develop,5881,1.0,,
did not age well,7791,1.0,,
did i see it?,150,-13.0,,
did i miss something?,7328,-3.0,,
did get lost somewhere,37382,-7.0,,
dictionary,6533,1.0,,
diction coach,899,1.0,,
dictature,101872,1.0,,
dictatorship,2218237,44.0,Dictatorship;,
dictators,100344,1.0,,
dictator,1833784,29.0,,
dictation,113955,1.0,,
dictating one's will,3362,1.0,,
dictaphone,46318,1.0,,
dictadura,27843,-1.0,,
dicks,69784,6.0,,
dickens,37736,-1.0,Dickens;,
dick van dyke,181505,1.0,Dick Van Dyke;,
dick pic,141408,1.0,,
dick maas,8168,1.0,,
'dick' just isn't funny,148013,-1.0,,
dick jokes,93510,2.0,,
dick and fart humor,129478,5.0,,
'dick',54503,-1.0,,
dice,351609,3.0,,
dibujos bonita,8961,-5.0,,
dibujitos,107958,1.0,,
diashow,860,1.0,,
diary writing,26346,1.0,,
diary of a wimpy kid,170789,1.0,,
diary film,381148,4.0,,
diarrhea,92058,1.0,,
diaper,140523,2.0,,
dianne wiest,4607,-2.0,Dianne Wiest;,
dianne reaves,39292,-3.0,,
diancie,141970,1.0,,
diana wynne jones,31658,-3.0,,
diamonds are a girl's best friend,902,0.0,,
diamonds,980225,6.0,,
diamond theft,537751,5.0,,
diamond smuggling,3984,1.0,,
diamond smuggler,26184,1.0,,
diamond necklace,146399,2.0,,
diamond mine,530813,7.0,,
diamond heist,787123,8.0,,
diamond cutter,96170,1.0,,
diamond,4200725,55.0,,
dialysis,178471,1.0,,
dialouge driven,27728,3.0,,
dialouge,1966,0.0,,
dialogue-driven,260456,12.0,,
dialogue heavy,249399,1.0,Dialogue heavy;,
dialogue gets edited a lot on TV,3671,1.0,,
dialogue driven,2230904,298.0,,
dialogue,12595340,553.0,DIALOGUE;Dialogue;,
dialogs,350863,4.0,Dialogs;,
dialog driven,95058,1.0,,
dialog based,64620,1.0,,
dialog,421257,1.0,,
dialgoue,263576,-1.0,,
dialect,787132,7.0,,
diagnosis,152425,1.0,,
diabolizing,1037,0.0,,
diabolical ego,148205,2.0,,
diabetic,358497,3.0,,
diabetes,363340,8.0,,
dhampir,98203,1.0,,
dfgdfg,55253,-30.0,,
dfg,3100,-2.0,,
dfdfdf,55247,-34.0,,
df,7686,-7.0,,
devoutness,113787,4.0,,
devout,87560,2.0,,
devotional,368622,2.0,,
devoted wife,138118,2.0,,
devoted girlfriend,1938,1.0,,
devoted family man,204725,2.0,,
devon,61174,3.0,,
devoid of deeper meaning,102194,1.0,,
devo,180844,3.0,,
devito,2953,-1.0,,
devine intervention,144700,1.0,,
devil's son,105313,6.0,,
devils lake,47999,-1.0,,
devil's island,340404,6.0,,
devil's bargain,21101,-1.0,,
devil worshipers,45679,1.0,,
devil,7986920,156.0,Devil;,
developmental disorder,84234,1.0,,
developmental disability,134111,1.0,,
development hell,309055,2.0,,
development,513440,6.0,,
developer,96084,1.0,,
devastation,332570,4.0,,
devastating closing shot,6556,0.0,,
devastating,296065,5.0,,
deutscher herbst,151787,1.0,,
deutsche,5473,1.0,,
deus ex machina,604955,5.0,Deus ex machina;,
detroit pistons,132561,2.0,,
detroit,1750707,23.0,Detroit;,
detox,196621,3.0,,
detour,191454,2.0,,
detonate,91331,1.0,,
deterministic,10186,-1.0,,
determinism,113345,1.0,,
determined mother,205532,2.0,,
determination,1553604,32.0,,
deterioration,2118,1.0,,
detention camp,414556,4.0,,
detention,784651,14.0,,
detective thriller,111792,37.0,,
detective story,48493,1.0,,
detective movie,371972,22.0,,
detective inspector,976334,13.0,,
detective film,78982,1.0,,
detective conan,175479,1.0,Detective Conan;,
detective agency,387952,3.0,,
detainee,114184,1.0,,
detail,555669,10.0,,
detachment,358849,3.0,Detachment;,
detached characters,287489,3.0,,
detached,57577,6.0,,
"det var sgu en meget fin lille film, et fint lille set up",904,1.0,,
det er virkelig en god paris-film ogsÃ¥,74506,0.0,,
"det er sjovt, jeg sad og ventede på at objektet ville returne the gaze, hvilket skete til sidst da morderen opdager han bliver beskuet.",904,1.0,,
"det er sgu meget interessant, at det handler om en desperat økonomisk nød i den gamle forstand. han tæller bogstaveligt talt mønterne i sin lomme.",72848,1.0,,
"det er i øvrigt en sjov detalje, at de ene samleje der er i filmen bliver lavet som sådan en hurtigklippet passage, som fremstiller forløb trivielle og komiske. det er meget sjovt",62849,0.0,,
det er en sjov detalje at deres lille kriminelle kollektiv er relativ tollerant overfor handsome bobs homoseksualitet. det er hele karakterer selvom mange ting er skarpt optrukne,62849,0.0,,
det er en lidt atypisk rohmer isÃ¦r den mÃ¥de den starter pÃ¥ i et allerede etableret og ulykkeligt parforhold. forholdene plejer oftere at etablere sig gennem filmen,26520,0.0,,
det er en MEGET gavmild 4'er,26928,1.0,,
"det bedste ved filmen er ikke de små film han laver, men samspillet mellem ham og von trier. han skal udfordre leth og man ved aldrig helt hvornår irritationen er reel over benspændende. det er et sjovt samspil",8930,0.0,,
desvÃ¦rre synes jeg forholdet ml de to er kedsommeligt - det der udgÃ¸r substansen i filmen - fordi de kun taler om logistikken bag deres mÃ¸der og om hvorvidt de kan tillade sig og mÃ¸des osv.,43497,-1.0,,
destructive person,164181,1.0,,
destructive,95776,1.0,,
destruction pornographie,72378,-1.0,,
destruction of the universe,1103,1.0,,
destruction of the nuclear family's model,77307,6.0,,
destruction of planet,345497,3.0,,
destruction of enviroment,107406,0.0,,
destruction of earth,139973,3.0,,
destruction of a civilization,360122,7.0,,
destruction  of mankind,72378,1.0,,
destruction,1976773,28.0,Destruction;,
destroying a car,7891,1.0,,
destroyer,325846,6.0,,
destroyed city,166528,1.0,,
destroy,506083,15.0,,
destitution,959,1.0,,
destiny,2781869,77.0,Destiny;,
destination,27584,1.0,,
destape,313888,2.0,,
destabilization,165969,1.0,,
dessert,121157,1.0,,
despotic,27700,0.0,,
despot,2240,2.0,,
despite its age great englishhumor,1080,1.0,,
despicable characters,132130,0.0,,
despicable character,135313,2.0,,
despicable,251638,2.0,,
desperation,1601216,34.0,,
desperately sad,1696,0.0,,
desperate situation,78445,1.0,,
desperate,663718,6.0,,
despecialized edition,2666,4.0,,
desolation,582882,7.0,,
desolateness,30570,2.0,,
desolate,112605,3.0,,
desk sergeant,61553,1.0,,
desk,49647,1.0,,
desires,8014,1.0,,
desire for fame,168788,1.0,,
desire,2917502,39.0,Desire;,
designer drug,239972,2.0,,
designer clothes,70188,0.0,,
designer,277238,3.0,,
design,936798,14.0,,
desi,471909,4.0,,
desguise,125447,1.0,,
desertion,568965,8.0,,
deserter,603808,11.0,,
deserted town,223846,3.0,,
deserted road,181325,1.0,,
deserted island,1565390,23.0,Deserted island;,
deserted house,116783,1.0,,
deserted by husband,2335,1.0,,
desert wind,43699,1.0,,
desert warfare,132316,2.0,,
desert thief,3996,1.0,,
desert scientist,9810,2.0,,
desert rock,106113,0.0,,
desert planet,260,2.0,,
desert left-wing,40583,-5.0,,
desert island flicks,91211,-18.0,,
desert island,4951,2.0,,
desert battle,116787,1.0,,
desenho,8208,-21.0,,
desegregation,132251,1.0,,
desecration,251443,2.0,,
desease,97988,1.0,,
descriptive,92169,1.0,,
description is totally inaccurate,77201,-1.0,,
descent into madness,934081,9.0,,
descent into hell,97984,-1.0,,
descent into crime,67844,1.0,,
descends into surreal nonsense,57669,-3.0,,
descendant,471424,5.0,,
desaturated palette,132128,1.0,,
dervative,30825,-1.0,,
derivative plot,80020,3.0,,
derivative,2011340,3.0,,
deriva,95543,1.0,,
derelict ship,1590,1.0,,
derelict boat,8423,1.0,,
derelict,188741,-1.0,,
derek luke,5955,0.0,,
derek flint,10990,2.0,,
derbyshire,4518,1.0,,
derailed by twist,60074,8.0,,
der wahre heino,140299,1.0,,
der var nogle ting der sejlede lidt for den eller som ikke var helt sÃ¥ stramme som man kunne have Ã¸nsket - ting der mÃ¥ske ikke blev fuldt op pÃ¥. men alt i alt var den sgu spÃ¦ndende et spÃ¦ndende indblik,42602,1.0,,
der dicke,134059,1.0,,
dequenne,3010,-1.0,,
deputy sheriff,653838,9.0,,
deputy head,155713,1.0,,
deputy,1311884,14.0,,
deputies,1655,1.0,,
depth of emotion,76093,16.0,,
depth of character,109489,0.0,,
depth charge,172883,3.0,,
depth,178112,3.0,,
deprivation of freedom,32476,-1.0,,
deprivation chamber,4713,1.0,,
deprivation,58191,1.0,,
depression era,351239,6.0,,
depressing without being uplifting,161717,7.0,,
depressing ending,172743,1.0,,
depressed woman,184701,1.0,,
depressed mom,296385,2.0,,
depress,169485,1.0,,
depravity,216485,5.0,,
depraved,232853,3.0,,
deposition,241443,3.0,,
deportation,1532642,22.0,Deportation;,
depiction of village life,48304,0.0,,
depiction of god,223716,3.0,,
depiction of America,91548,0.0,,
dependent personality disorder,168328,1.0,,
dependency,102396,1.0,,
depended on the comedian--Jason Alexander was especially good.,34338,-7.0,,
departure,172173,1.0,,
department store owner,180801,1.0,,
denzil washington,47,0.0,,
denzel's fine behind,164,-1.0,,
denver colorado,331425,3.0,,
denunciation,528005,11.0,,
dentures,542165,4.0,,
dentists,61729,-2.0,,
dentistry,265579,2.0,,
dentist,1987254,25.0,,
dental torture,121273,1.0,,
dental care,134617,1.0,,
dental braces,122833,1.0,,
dense,2970,1.0,,
denmark movies,162418,1.0,,
denmark,2659379,28.0,Denmark;,
denis leary,256202,2.0,Denis Leary;,
deniro,1343,-8.0,DeNiro;,
denial of death,220980,2.0,,
denial,601660,7.0,,
deneme,141994,0.0,,
denali,146642,0.0,,
den vipper ml fille og fille-enhalv. jeg satte den et trin op efter den blev lidt i hovedet,823,-1.0,,
den var slet ikke sÃ¥ flot som hans forrige film. dramaet var ikke helt oppe at ringe men jeg mÃ¥ indrÃ¸mme de var lidt fangende,71027,0.0,,
den var meget langsom. men den havde nogle gode momenter og elementer i sig,3134,1.0,,
"den svinger lidt mellem super gode scener og mindre interessante passager, jf. vurdering",7043,0.0,,
den starter isÃ¦r godt ud,6978,0.0,,
den spiller ikke efter de faste strukturer hvilket ellers kunne vÃ¦re forventet. den puller heller ikke nogen lame tricks til alt for billige grin. er positivt overrasket over Segels pen,58998,0.0,,
den skulle have været mindst 20 min kortere. alle 20 skåret fra fattigdomssekvensen hvor han bare går rundt.,72848,1.0,,
den lille havfrue havets hemmelighed,60806,1.0,,
den lille havfrue - havets hemmelighed,60806,1.0,,
den havde nogle virkelig gode sceancer kÃ¸rende for sig,2202,1.0,,
den havde nogle rigtig flotte skud,80126,1.0,,
den har virkelig mange sjove ting kÃ¸rende for sig. vÃ¦sentlig stÃ¦rkere end den fÃ¸rste. synes den lÃ¥ner nogle ting fra moderne sitcom og er i almindelighed meget moderne i sit indhold sÃ¥som netdating. at wifi gÃ¥r i stykker mm,103335,0.0,,
"den fungerer meget som en samling af gode scener i sig selv, frem for ét sammensat narrativ",7043,0.0,,
den er virkelig vildt konstrueret.,40148,0.0,,
den er virkelig smuk,2732,0.0,,
den er bare opbygget og fortalt virkelig tight og spændende,40148,0.0,,
den del af filmen hvor han bare går rundt og er fattig og stort set laver ingenting går godt nok utrolig meget i tomgang og bliver meget kedelig. Hvis man skal opleve hans kedsomhed og stilleståenhed så er missionen mere end vellykket,72848,1.0,,
"den bruger ret mange forskellige filmiske knep løbende, som er ret interessante. så har den også den der superstylistiske ting kørende som på en måde minder lidt om refens film",40148,0.0,,
"den bliver lidt fantastisk til sidst, når hun faktisk endelig møder sin long lost love på en bus. men som helhed er filmen lidt for langsommelig og flad i det synes jeg. hovedpersonen brænder igennem og er meget smuk",78272,1.0,,
demotion,120829,1.0,,
demonstration,1215674,12.0,,
demonology,183869,5.0,,
demonizes men,177287,1.0,,
demonizes children,177287,1.0,,
demonization of trans people,245380,2.0,,
demonic themes,50598,-8.0,,
demonic possesion,3031,1.0,,
demonic,253428,2.0,,
demonetisation,186645,1.0,,
demon possession,309703,21.0,Demon Possession;,
demon masks,79868,1.0,,
demon hunter,336882,3.0,,
demon,15363998,187.0,Demon;,
demolition derby,108209,2.0,,
demolition,864422,7.0,,
demographic movements,81109,1.0,,
democratic party,321575,2.0,,
democrat,227509,2.0,,
democracy,1850906,19.0,,
demise,27095,0.0,,
demigod,566587,4.0,,
demetri martin,70984,0.0,Demetri Martin;,
demeanor course,48385,1.0,,
demanding personality,181315,1.0,,
demanding,164179,1.0,,
demagogue,55726,0.0,,
delusions,191147,2.0,,
delusional self obsession,34542,-1.0,,
delusional,305652,9.0,,
delusion,2496988,53.0,,
deluge,212521,4.0,,
delta force,574497,7.0,,
delroy lindo,6583,-2.0,,
delon,7587,1.0,,
delivery service,26662,1.0,,
delivery quest but not criminal,164200,1.0,,
delivery man,128991,1.0,,
delivery boy,271171,0.0,,
delivery,216042,2.0,,
delirium tremens,335157,3.0,,
delirium,76801,4.0,,
delirious,113066,1.0,,
delinquets,45852,1.0,,
delinquent,1528628,21.0,,
delinquency,864490,13.0,,
delights,221541,-67.0,,
delightfully awful,113345,5.0,,
delightful,559959,12.0,,
delight,45533,0.0,,
delicious,50981,-3.0,,
delicate,108540,1.0,,
deliberate pace,1204,0.0,,
deliberate misdirection,64839,0.0,,
deliberate,933314,-7.0,,
deli,123172,2.0,,
delhi,88069,1.0,,
delayed execution,56485,1.0,,
delay,126652,1.0,,
delaware,4115,1.0,,
deja vu,884494,39.0,,
deities,5618,-3.0,,
deins villeneuve,139644,-1.0,,
deindustrialization,80210,1.0,,
deification,1416,1.0,,
dehydration,310685,2.0,,
dehumanization,276978,0.0,Dehumanization;,
degrading to women,7371,-3.0,,
degrading redux,34321,0.0,,
degrading,276788,3.0,,
degradation of lifestyle,6222,1.0,,
degradation,377988,3.0,,
degented original,30793,-4.0,,
degeneration,81371,2.0,,
degenerate art,31649,0.0,,
degenerate,388314,3.0,,
de-genderization,13679,2.0,,
defying culture,129739,1.0,,
defy media,139797,1.0,,
defrost,95558,1.0,,
defraud,172813,1.0,,
deforrestation,2822,1.0,,
deformity/disability,45203,-2.0,,
deformity,910160,10.0,,
deformities,126020,1.0,,
deformed man,175961,2.0,,
deformed,179386,3.0,,
deformation,11536,2.0,,
deforestation,331005,5.0,,
defloration,112436,1.0,,
definitley not as good as first,45722,-6.0,,
definitive,1036,-5.0,,
definitely for girls,128041,-3.0,,
defines genre,260,2.0,,
defies logic,125250,-5.0,,
deficit spending,152565,1.0,,
defibrillation,49607,2.0,,
defiance,302819,2.0,,
defenseless woman,2419,1.0,,
defense industry,40450,4.0,,
defense contractors,786,1.0,,
defense contractor,74156,2.0,,
defense attorney,303612,4.0,,
defense,785856,8.0,,
defenestration,181965,2.0,,
defender,127076,1.0,,
defence company,47937,1.0,,
defence,396502,7.0,,
defector,154860,2.0,,
defection,242106,5.0,,
defecation,92289,2.0,,
defecating into hand,70728,-4.0,,
defeat,539109,6.0,,
defcon,60702,1.0,,
deer shit,29,1.0,,
deer hunting,8665,2.0,,
deer,809408,21.0,,
deep-sea dive,280695,2.0,,
deepsea,117628,6.0,,
deeply unhappy,6301,1.0,,
deeply sarcastic,42740,0.0,,
deeply disturbing,47999,-1.0,,
deeply depressed,1643,1.0,,
deepika padukone,363273,3.0,Deepika Padukone;,
deepika,108514,1.0,,
deep web,227807,2.0,,
deep universe,260,8.0,,
deep space explorer,135961,2.0,,
deep space,170893,1.0,,
deep south,1029922,10.0,,
deep sea,537524,9.0,,
deep science fiction,109487,1.0,,
deep meaning,107799,6.0,,
deep focus,25835,1.0,,
deep cover,189149,1.0,,
deep but not heavy,356,0.0,,
deep,1260849,13.0,Deep;,
deemster,2220,1.0,,
deed,85215,1.0,,
deduction,31921,0.0,,
dedicated teacher,5906,0.0,,
dedicated detective,111597,1.0,,
decree,8188,1.0,,
decreased frame rate,102088,2.0,,
decoy,170238,7.0,,
decorum,17,1.0,,
decor,167342,1.0,,
deconstruction,191855,12.0,,
decompression,2536,1.0,,
decomposition,264580,2.0,,
declutter,160559,1.0,,
decline of civilization,153162,8.0,,
decline of a nation,48304,0.0,,
decline,1673,0.0,,
declawing,140154,1.0,,
declared dead,147786,2.0,,
declaration of love,127854,2.0,,
deckare,5506,-2.0,,
decisive,858,0.0,,
decision,687460,8.0,,
decipherment,45186,1.0,,
deceptive trailers,303780,2.0,,
deceptive title,257281,0.0,,
deceptive documentary,181211,1.0,,
deception to win wager,91316,1.0,,
deception,7441870,131.0,Deception;,
decent to see once,440,-14.0,,
decent thiller,2668,-6.0,,
decent movie,138610,-1.0,,
decent fun starts slow,37729,-6.0,,
decent flick,11,-4.0,,
decent characterization,53131,0.0,,
decent but forgettable,6373,-2.0,,
decent acting,156375,-1.0,,
decent CGI,79895,0.0,,
deceived wife,636557,13.0,,
deceived husband,390424,10.0,,
deceipt,92519,1.0,,
deceased family member,742070,0.0,,
decay,389311,5.0,Decay;,
decapitated head,439012,3.0,,
decapitated,41704,1.0,,
decadent,318198,3.0,,
decadance,4126,1.0,,
debüt,5898,0.0,,
debÃƒÂ¼t,8914,-6.0,,
debÃ¼t,8914,0.0,,
debutante,131620,4.0,,
debut film,125685,-2.0,,
debunking myths,158611,1.0,,
debunking,106503,1.0,,
debunker,125171,1.0,,
debt collector,513931,5.0,,
debt collection,188537,5.0,,
debt,5435779,65.0,,
deborah kerr,150356,2.0,Deborah Kerr;,
debauchery,827013,10.0,,
debate team,187495,1.0,,
debate,1024926,12.0,Debate;,
debased,292909,-16.0,,
deathwish,7713,1.0,,
deathtrap,144692,1.0,,
deathray,34048,0.0,,
death/fatality,3132379,0.0,,
deathbed wish,3260,0.0,,
deathbed,482800,7.0,Deathbed;,
death wish,270023,4.0,,
death train,140475,1.0,,
death threat,606291,8.0,,
death star,206869,2.0,,
death sentence,1134307,15.0,,
death scenes,98143,2.0,,
death scene,6934,1.0,,
death row records,140715,0.0,,
death row,1656699,18.0,,
death ray eyes,181643,1.0,,
death ray,769019,4.0,,
death personified,264455,3.0,,
death penalty,1382773,75.0,Death penalty;,
death on screen,6483,0.0,,
death of wife,983043,12.0,,
death of the 60s,158966,1.0,,
death of teacher,92643,1.0,,
death of superhero,383777,3.0,,
death of spouse,112515,1.0,,
death of son,488555,6.0,,
death of sister,6714,1.0,,
death of pet,8496,1.0,,
death of patient,2513,1.0,,
death of parents,108506,1.0,,
death of parent,308033,4.0,,
death of neighbor,81020,1.0,,
death of mother,2525555,23.0,,
death of lover,590164,6.0,,
death of king,45880,1.0,,
death of husband,1006448,13.0,,
death of girlfriend,192686,3.0,,
death of friend,1103,1.0,,
death of father,2416192,21.0,,
death of family,126676,2.0,,
death of dog,1342,1.0,,
death of daughter,883776,7.0,,
death of child,193234,1.0,,
death of brother,879322,9.0,,
death of boyfriend,70769,1.0,,
death of best friend,122169,2.0,,
death of aunt,162564,1.0,,
death of an era,109374,1.0,,
death of a spouse,57538,0.0,DEATH OF A SPOUSE;,
death of a salesman,328914,2.0,,
death of a protagonist,147382,1.0,,
death of a president,65974,-1.0,,
death of a musician,175727,1.0,,
death metal,139355,1.0,,
death match,111931,1.0,,
death incarnate,1237,1.0,,
death in family,608495,5.0,,
death in childbirth,155507,1.0,,
death certificate,175232,3.0,,
death camp,304515,2.0,,
death by stoning,56607,-1.0,,
death by staring,3490,0.0,,
death by dildo,2542,-2.0,,
death by accident,972866,11.0,,
dean martin,171401,1.0,Dean Martin;,
dean,94869,4.0,,
deals with death,163663,1.0,,
dealing with the past,418677,4.0,,
dealing with loss,89570,0.0,,
dealing with grief,2253,1.0,,
dealing with death,200453,2.0,Dealing With Death;,
dealing,60293,2.0,,
dealer,509030,6.0,,
deal gone wrong,169992,1.0,,
deal,552076,8.0,,
de-ageing,34332,1.0,,
deafness,1615872,57.0,,
deaf-mute,1185142,19.0,,deafmute;
deaf people,133185,1.0,,
deaf community,185263,1.0,,
deaf child,308419,2.0,,
deaf character,126599,1.0,,
deaf and blind relationship,47202,0.0,,
deaf,2140694,26.0,Deaf;,
deads,519320,4.0,,
deadpool,102058,2.0,Deadpool;,
deadpan humor,95720,1.0,,
deadly snake,261616,2.0,,
deadly sins,157379,1.0,,
deadly orchid,187415,1.0,,
deadly dull with the frame partly responsible,8535,-2.0,,
deadly disease,184701,1.0,,
deadly,742794,10.0,,
deadline,681163,5.0,,
deadites,1215,0.0,,
deadbeat dad,102477,2.0,,
deadbeat boyfriend,155368,1.0,,
dead woman with eyes open,202120,3.0,,
dead woman,590141,5.0,,
dead wish,12194,4.0,,
dead wife,255620,2.0,,
dead soldier,428023,8.0,,
dead sea,213536,2.0,,
dead rats,107447,1.0,,
dead rat,97388,1.0,,
dead raising,2513,3.0,,
dead rabbit,133771,1.0,,
dead people,83575,1.0,,
dead parrot,2788,1.0,,
dead parents,525935,5.0,,
dead parent,304582,2.0,,
dead pan humour,68884,0.0,,
dead pan,2599,0.0,,
dead of a child,139723,1.0,,
dead n****r storage,296,1.0,,
dead mule,1254,1.0,,
dead mother,1121914,7.0,,
dead man,94181,2.0,,
dead lover,319361,3.0,,
dead lesbians,3493,1.0,,
dead husband,183593,1.0,,
dead horse,59838,1.0,,
dead grandfather,70946,1.0,,
dead friend,72342,1.0,,
dead fish,199259,3.0,,
dead fetus,122882,0.0,,
dead father,328440,3.0,,
dead family,40478,1.0,,
dead end road,150786,1.0,,
dead end kids,1103742,10.0,,
dead end job,293945,2.0,,
dead dude,1091,-1.0,,
dead dogs,4235,0.0,,
dead dog,223773,4.0,,
dead children,11230,2.0,,
dead child,1075277,11.0,Dead child;,
dead cat,9060,3.0,,
dead can dance,3677,0.0,,
dead bunnies,2064,1.0,,
dead brother,415397,3.0,,
dead boy,396366,5.0,,
dead body,2930700,37.0,Dead body;,
dead bird,27823,1.0,,
dead baby,3251,1.0,,
dead animal,105163,5.0,,
dead,1354736,6.0,,
deacons,167576,1.0,,
dea agent,684277,8.0,,
dea,645211,8.0,DEA;,
de niro in pink,16,-1.0,,
de niro,5791,0.0,De Niro;,
de fÃ¸rste 10 minutter er helt fantastiske,43497,0.0,,
dddddd,55253,-32.0,,
ddddd,55253,-28.0,,
dddd,55253,-29.0,,
ddd,68153,-3.0,,
ddark comedy,1175,0.0,,
d&d,192314,2.0,,dd;
dc extended universe,1207180,9.0,,
dc comics,8532975,113.0,DC Comics;,
dc,305246,2.0,DC;,
dazzling,72998,5.0,,
daywalker,138267,2.0,,
daytona 500,130280,1.0,,
daytona,318484,3.0,,
daydreaming,496922,7.0,,
daydream,675353,17.0,,
daycare,259227,2.0,,
day off,2918,0.0,,
day of the dead,136020,4.0,Day of the dead;,
day in the life,97,1.0,,
day in a life,103624,1.0,,
day care center,78499,0.0,,
day care,383225,3.0,,
day by day,141303,1.0,,
dawn,189944,2.0,,
davy crockett,306826,3.0,,
david-vs-goliath,4523,0.0,,
davidotunga,178069,1.0,,
